RK,Team,Conf,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFGD_O,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,3PR,3PRD,ADJ_T,WAB
271,Middle Tennessee,CUSA,26,98.1315,106.0168,.2909271,46.3326,48.882,21.4351,15.7271,29.9134,30.6254,33.6154,29.694,46.6313,48.9113,30.6315,32.5100,4257,29.19,65.2316,-11.2275
272,Utah Tech,WAC,27,99.9289,108.1213,.2883272,50.2199,50.3167,21.7355,18.495,27.8220,32.3312,39.827,42.9340,49.7202,50.2168,34172,33.6161,34.9249,37.3189,70.256,-12.1293
273,Central Michigan,MAC,27,95.8339,103.6123,.2872273,47.3297,4856,18236,17176,27.4235,29.9217,27.7315,30.4119,48.3259,48.695,30.4320,31.551,35.1242,41.3301,66.3266,-6.2154
274,Oral Roberts,Sum,25,103.9222,112.5308,.2870274,51.4142,51.1213,14.115,14.4323,20.7355,31.4288,26.3337,32.4170,49.3220,49.4133,36.357,35.9305,40.987,38.3225,68.5145,-11.7281
275,New Hampshire,AE,26,99.7291,108.0211,.2862275,48.4262,49.9147,16.7150,15.7271,23.9316,26.470,29.9265,25.119,48.4257,53.4307,32.3251,29.59,43.440,38.1217,71.230,-6.6160
276,North Alabama,ASun,28,104.9202,113.6332,.2851276,49.5226,51.4228,14.736,14.4323,27.2240,27.9126,33.1164,41.5334,48.1263,50.5181,34.8126,35.3275,34.7253,35.195,68.2159,-10.9267
277,Binghamton,AE,25,102.6248,111.3281,.2818277,48.6259,50.3167,17.5204,13.3349,29.6149,25.544,33.3158,35242,50.8155,48.7100,28.9345,35.2266,29.9326,38215,66.8247,-9.4227
278,Howard,MEAC,26,105.1200,114.0335,.2815278,52116,51.3225,21.6352,17.1168,32.763,31271,4115,38.6305,49.8197,51.2217,36.933,34.3213,38.7144,35.399,68.6139,-11270
279,Georgia Southern,SB,31,105.8191,114.8343,.2812279,51.1157,52.5287,18.9292,17.3154,28.4200,34.3347,29.5280,42.8338,49.8197,51.7235,35.1111,35.9305,45.324,37.3189,69107,-16.7339
280,USC Upstate,BSth,26,101.3267,110.1254,.2775280,49.7216,52.9301,16.4130,18.875,24.1315,33.8342,29.3286,45.4350,50186,53.8318,32.8227,34.1201,39.9111,36.2131,67.1224,-13.6317
281,Bucknell,Pat,30,99.7292,108.7223,.2706281,50.7170,50.1154,19.4313,16.6213,25302,28.5151,28.6294,30.9132,49.9194,50.1160,34.5140,33.5152,44.631,41.4305,65.2315,-13.3312
282,SIU Edwardsville,OVC,27,101.0273,110.2257,.2686282,47.8281,51207,15.575,17.5141,29.5153,28.4146,32.8178,37283,46.5316,48.7100,33.2208,36.5330,37.3182,37.2183,67234,-9.9244
283,Texas Southern,SWAC,25,96.4333,105.2151,.2681283,45.4340,48.778,18.5270,18.2104,29.4155,30.2233,31.9205,39.3313,45.6336,4881,30330,33.2134,38.1155,36.9163,67.8186,-8.5208
284,The Citadel,SC,27,101.2269,110.6265,.2664284,50.5181,52.9301,18.1242,16.2239,27.2240,2795,33.1164,20.53,51.1148,53.6316,32.9222,34.5228,33.7276,39.9271,65.3313,-13.9318
285,Southeastern Louisiana,Slnd,25,100.7275,110.1255,.2644285,48.6259,51.1213,20.9344,17.2161,31.591,30.7257,34.2140,30.4119,46.7307,51.7235,34.4147,33.6161,38.7144,44.1346,64.6331,-8.7209
286,Presbyterian,BSth,27,103.4232,113.1322,.2634286,51.9123,52.8296,17163,17.5141,26.2272,28.5151,3852,44.3347,52.594,53.1291,33.7185,34.9250,33.5277,35.5110,67.6196,-12.6302
287,Portland,WCC,28,103.9223,113.6331,.2628287,50.2199,55.5353,17.4196,13.4345,23.3334,29.2185,32.8178,23.911,50.3174,54.1328,33.3203,38.1356,43.637,45.8355,68.8122,-12.6301
288,FIU,CUSA,27,101.2272,110.7267,.2618288,49247,56.1359,19.1302,24.94,28.3206,36.9360,27.9308,37.7292,49.7202,53.1291,32263,40.7362,41.472,37.3189,70.748,-13.5315
289,Jackson St.,SWAC,27,99.9288,109.4246,.2592289,47304,51.9260,19.5319,1964,33.450,31.8300,34.8127,35.7255,45.6336,52.4269,33219,34190,34.1266,39249,69.583,-9.5232
290,Alcorn St.,SWAC,26,105.6192,115.7349,.2590290,48.2270,55.5353,16.9160,18116,32.763,31.2277,36.488,36.4272,47301,54.5333,34.3151,37.7352,25.8358,46.8360,66.9235,-10.3254
291,New Mexico St.,CUSA,25,99.4298,108.9233,.2585291,46.5317,51207,18.1242,16.7202,25.2293,30.9267,32.8178,45.6352,46.7307,49.8151,30.6315,35254,34.3261,43340,66.5258,-11.4276
292,Idaho,BSky,27,101.3265,111.2276,.2554292,50.3192,53.5325,17.1172,16.6213,23.6325,28.1134,27.2326,36.7280,50.3174,53.4307,33.6191,35.9305,40.596,38.4229,65.2317,-13.5316
293,Valparaiso,MVC,29,100.4282,110.3259,.2528293,46.3326,54.1339,16.1109,17.5141,25.1296,31.3282,23.9357,31.6150,45343,54.4332,32.5240,35.7297,35.8221,34.882,68170,-16.2333
294,Sacred Heart,NEC,28,101.6260,111.7288,.2520294,51.3147,51.3225,17.2178,20.335,25.5290,33.1328,31.4224,32.4170,49.9194,50.6184,35.971,34.8244,34.5256,41.3301,69.581,-11.5278
295,Louisiana Monroe,SB,27,101.2271,111.3278,.2518295,45.1346,52.3279,18.6276,16.9185,34.332,29.5195,38.347,37.3286,45.9330,51.8241,28.6349,35.2266,28.9340,45.3352,67.1226,-11.8286
296,South Carolina St.,MEAC,26,100.4284,110.4262,.2506296,46332,52.7292,20.8341,2125,36.712,30223,36.394,48.8361,45.2340,54326,32263,33.8177,31.1313,39.7266,69.490,-10.9264
297,Campbell,CAA,27,101.7259,112.0297,.2487297,52116,52262,18.3262,16.7202,24.4311,31.2277,33.7151,24.615,52.3102,52.6277,34.3151,34.2208,37.8165,43.6343,66.8246,-12.5298
298,Old Dominion,SB,30,98.5306,108.6219,.2453298,47.5289,51.4228,14.736,18.2104,24.7305,31.1274,26.7335,38.5303,47.3288,50.1160,31.9267,35.4279,35.2239,42.6329,70.160,-17.8349
299,Tennessee St.,OVC,26,98.5305,108.7222,.2443299,48.7256,48.992,19.9329,18.495,28.3206,31.6294,37.856,44.3347,49.7202,48.490,31.4300,33.2134,36216,33.656,68.4146,-9.3226
300,Boston University,Pat,29,97.6321,107.8207,.2415300,47304,50.1154,17.9228,17.4149,26.7258,22.61,29.6277,36.4272,46.7307,48.695,31.6288,34.8244,40.399,41294,65.9287,-12.6306
301,Grambling St.,SWAC,24,97.4323,107.6203,.2406301,47.4293,50.9198,20.7340,19.450,28.7182,33.2330,36.488,35.4251,46.8306,50156,32.4245,35.2266,29.7330,33.353,65.2314,-7168
302,Chicago St.,ind,27,98.1313,108.9230,.2309302,45.7336,53305,20.5337,21.518,32.275,35.7358,38.936,36.4272,46.1325,55.3348,29.9334,32.5100,34.2263,35.399,65.4304,-12292
303,Bellarmine,ASun,28,101.3264,112.6311,.2291303,49247,53.9336,14.530,14.6316,21.8350,29.4189,21.4361,31.9159,48.3259,55.1346,33.6191,35254,37.3182,44.4348,65.3308,-16.9340
304,Wagner,NEC,25,97.2325,108.1216,.2268304,44.5351,49.3113,15.997,17.4149,29.1169,28129,27.1330,31.3137,41.9359,51.7235,32.3251,30.623,39134,40.2279,61.9360,-10.7263
305,DePaul,BE,28,100.4285,111.9292,.2226305,47.7283,55.9357,20.1334,14.8310,22.1349,32.9324,35.1117,30.1111,46.9303,55.7353,32.8227,37.5350,34.2263,40.4284,68.2153,-12.6303
306,Elon,CAA,28,103.6228,115.6348,.2201306,50.9161,53.5325,17.6207,15.7271,28.7182,33.3332,32.8178,29.694,48.7248,54.8343,35.971,34.5228,42.948,40.4284,68175,-11.6279
307,Delaware St.,MEAC,25,94.8345,106.0169,.2177307,46332,51.7249,21.1346,21.322,32.275,29.3188,37.856,35.8257,46328,49.4133,30.7313,36.8338,25.1360,39.7266,69.492,-11.2273
308,South Dakota,Sum,27,103.8225,116.1351,.2158308,51.9123,52.7292,18.3262,12361,28.4200,28.9171,31.1232,27.656,49.5212,51.9246,37.719,36311,34.3261,37.9211,69.297,-14.2322
309,Robert Morris,Horz,28,102.0255,114.1337,.2158309,50.3192,53305,19.8326,16.1244,33.743,30.1229,29.2289,37.6290,50.2181,54.1328,33.7185,34190,41.958,34.882,67.5207,-15.2328
310,Northern Illinois,MAC,26,101.3268,113.3326,.2154310,49.6221,53.3320,18.1242,14.2330,27.1243,31.4288,35.9102,34218,49.8197,52.3265,32.9222,36.9340,38.4148,34.882,68.6138,-12.2295
311,Le Moyne,NEC,26,100.4280,112.7315,.2091311,49.7216,51.4228,16.3120,17.7128,23.5329,30.5246,24.8350,27.551,49.3220,52.1256,33.5196,33.6161,47.217,43.6343,68174,-12.6300
312,Northwestern St.,Slnd,26,99.2301,111.4285,.2084312,48.5261,52.8296,19.6320,18.778,28.7182,34.7350,36.781,40.2320,49233,54.6337,31.8276,33.2134,36.7195,36.7150,68.1162,-14.1320
313,Eastern Illinois,OVC,27,97.1327,109.2239,.2068313,45348,52.1269,15.680,19.743,27.3238,27.7116,27.6319,37.9295,43.5354,51209,32.3251,35.9305,29.5334,37.3189,66.9240,-11.8285
314,Jacksonville,ASun,27,97.0328,109.2238,.2048314,48.2270,51.8253,19.6320,17.7128,33.941,30.5246,34.7128,41.3331,47.9274,51.1211,32.5240,35.3275,33.4280,41.6310,66.4262,-11271
315,Northern Arizona,BSky,30,99.3300,111.7290,.2047315,49.5226,52.6290,18.1242,17.5141,23.9316,32.1310,31.3227,38.9307,50.9149,54.8343,31.4300,32.281,35.5227,34.679,68.8119,-10.5256
316,Lafayette,Pat,29,95.1344,107.1191,.2031316,47.2298,48.159,17.6207,17176,23.9316,29178,24.2355,32.2167,46.9303,46.338,31.8276,34190,39.6116,38.2220,65.6299,-14.7326
317,Bethune Cookman,SWAC,26,99.6294,112.2302,.2029317,47.6284,50.8193,19.9329,21.916,29.9134,34.1344,38.641,48.7360,48268,49.7145,31305,35.1260,30.2324,36.6149,69.972,-10.5259
318,Coastal Carolina,SB,27,99.8290,112.4307,.2021318,49.3239,50.3167,18.7287,12.9356,29.3156,30.7257,32.1192,29.388,50186,50.8196,31.8276,33.3140,32.8289,47.6361,69.491,-16.5337
319,Alabama St.,SWAC,25,93.0351,104.9143,.2012319,41.2361,49.2105,16.4130,19.645,31.789,28.6156,29.5280,44.2346,41.3360,48.695,27.3357,33.3140,37.4177,41.7312,68.2160,-10.6262
320,Charleston Southern,BSth,25,96.0338,108.8227,.1911320,45.3342,51.4228,18236,13.4345,27.3238,29.7205,31.4224,33.8215,44352,52.6277,31.7282,32.6105,35.5227,31.426,66.9241,-11.9287
321,Western Michigan,MAC,27,98.2311,111.4283,.1901321,48.7256,51.2219,19.9329,16.3233,33.646,29.7205,31.5222,32163,48268,50.9200,33.2208,34.4221,39.4123,38.9245,68.8123,-13.2311
322,William & Mary,CAA,28,99.2302,113.1324,.1815322,48.1276,53.1313,16.7150,14.7313,27250,29178,32.6187,35.7255,48.9236,53.3302,31.5294,35.1260,47.217,37.2183,66.1279,-17.5348
323,Southern Indiana,OVC,27,97.9317,111.9294,.1776323,45.7336,49.6125,19.4313,16.4225,27.1243,28.2140,37.173,47.7358,44.1351,49.3127,32.4245,33.3140,35.7223,37.5198,69.586,-16.9342
324,Hampton,CAA,27,98.6303,113.0318,.1724324,47.6284,51.7249,18.2256,14.8310,28.1212,32.3312,29.9265,29.694,47.7279,52.5273,31.6288,33.6161,38.9138,38.2220,7062,-17.9350
325,NJIT,AE,26,97.8318,112.7312,.1651325,44.3354,51.8253,16.5141,16.8194,28.6192,33.7340,31.8209,40319,44.3347,51.7235,29.5338,34.7236,39.3126,35.195,66.3267,-15.3330
326,Sacramento St.,BSky,27,97.3324,112.1301,.1644326,47.5289,54.6347,23.3360,14.7313,35.225,25.236,31.7215,33.3204,48.8243,54.7340,30.4320,36.4326,40.498,37.1180,63.6350,-17343
327,Eastern Michigan,MAC,26,98.5304,113.5330,.1634327,48.8252,53.2316,17163,15.5286,27.6230,30.8263,25.9343,32.5174,49.2225,55.5350,31.9267,33.1128,32.3297,39.2255,66.1278,-12.2297
328,UT Rio Grande Valley,WAC,26,96.6332,111.4284,.1622328,45.2344,52.6290,19.4313,19.256,25.2293,34.2346,42.513,35242,45.8332,53.6316,29.2341,33.7170,29.5334,32.741,71.924,-16.2334
329,Arkansas Pine Bluff,SWAC,24,101.4263,117.5356,.1560329,50.7170,52.3279,18.3262,15.4289,22.7342,33.8342,4115,32.7182,48.3259,55.9355,35.588,3136,496,38.1217,7222,-11.2274
330,Texas A&M Commerce,Slnd,25,96.1337,111.9293,.1477330,46.4322,53305,17.3188,18.586,23.6325,33.2330,28.4301,40.3322,47.3288,53.2298,30.3323,34.9250,47.413,31.629,66.6255,-11.9288
331,Fairleigh Dickinson,NEC,28,97.8319,114.0336,.1466331,47.5289,53.2316,17.3188,19.256,28.3206,31.3282,35.5111,32.8185,47.2291,52.6277,31.9267,36311,39.4123,40.2279,72.615,-12.6305
332,Navy,Pat,27,97.2326,113.5329,.1434332,43.4357,51.4228,1555,21.123,31.493,30.2233,35120,37.2284,43.2355,51.8241,29.3340,33.9184,33.1285,41.1297,65.8292,-14.1321
333,Central Arkansas,ASun,30,98.0316,114.9344,.1380333,47.5289,54338,18.1242,15.4289,28.3206,31.4288,29.3286,33.7214,45.2340,51.9246,34.2160,37.9355,37.8165,42.1317,69.488,-18.4352
334,New Orleans,Slnd,24,99.5297,116.7354,.1378334,45.8334,55.4352,17163,19.256,27.5231,34.6349,38.445,40.3322,45.8332,55.8354,30.6315,36.4326,28.5345,32.944,72.218,-15.2329
335,Dartmouth,Ivy,23,93.5349,109.9250,.1352335,46.8310,53.6330,19.2305,13.1354,20.7355,24.825,26.9333,25.722,47.3288,53.1291,30.8312,36.3324,43.342,41.9316,65324,-14.6325
336,Incarnate Word,Slnd,26,98.4307,116.2352,.1296336,48.8252,52.4282,21.6352,15.1302,30.3124,29.8212,37.760,39.7316,48.9236,50.7191,32.4245,37343,39.7114,34.987,69.873,-16.2335
337,Army,Pat,28,91.3356,107.9208,.1289337,46.5317,49.6125,19.3311,16.8194,27.2240,25.544,24.8350,31.3137,45.3338,51.1211,32263,31.655,44.827,39.7266,63.3354,-17.2346
338,Morgan St.,MEAC,24,98.1312,115.9350,.1285338,47304,53.3320,20.3336,18.586,29.2164,37.8361,30.5248,41.9335,48.3259,53.3302,29.1344,35.5284,28.3347,32.537,70.847,-13.2310
339,Manhattan,MAAC,25,95.7342,113.1323,.1269339,46.7312,53.3320,19.2305,17176,25.5290,29.9217,22360,28.674,47301,53290,30.9310,36311,39.5120,33.862,68.8121,-15.1327
340,North Carolina A&T,CAA,30,96.7331,114.4341,.1255340,43.9356,54.8348,1414,16.4225,24.2314,34.8351,35.6109,29.9103,44.2349,56357,28.9345,35.2266,35.7223,36.3138,68.3151,-16.6338
341,Loyola MD,Pat,29,95.4343,113.1321,.1237341,47.6284,53.2316,20.8341,15.3294,29.2164,26.369,30.4249,31.9159,46.9303,53.2298,32.4245,35.5284,38.9138,36.9163,66.1275,-19.5357
342,Tennessee Tech,OVC,27,96.3335,114.3339,.1222342,49.4237,52.2275,17.4196,15.5286,18.6361,28.1134,31.4224,23.911,49.7202,52.4269,32.4245,34.7236,33.5277,38.1217,66.1276,-16332
343,Pacific,WCC,28,97.8320,116.6353,.1171343,47304,56.3361,16.6147,16.3233,18.7360,33326,36.488,36.5278,46.5316,58.2361,31.9267,35.7297,36.2207,40.1275,68.3150,-17.1344
344,LIU Brooklyn,NEC,28,94.3347,112.4305,.1166344,46.5317,50.9198,19.9329,15.6282,25.1296,28.7162,31.9205,41.1330,46.5316,53.2298,31305,30.932,30.5319,3466,70.454,-16.9341
345,Florida A&M,SWAC,24,95.7341,114.1338,.1162345,48.1276,51.9260,21.2347,15.7271,26.4265,32306,27.7315,40.4324,46.2323,51.3224,34.9122,35.2266,30.8316,37.3189,68.4148,-13.9319
346,Buffalo,MAC,27,96.3334,115.2347,.1131346,46.8310,54.1339,19.8326,15305,28.8178,30.7257,25.6346,27.863,51.7129,53.8318,26.7360,36.5330,41.567,34.882,69108,-18.8354
347,Alabama A&M,SWAC,28,92.7352,111.1274,.1116347,45.6339,50.1154,22.8359,19.450,31.493,33.3332,47.82,46.7355,46.6313,47.664,28.6349,36.2319,26.5355,37175,71.134,-15.5331
348,Cal Poly,BW,28,92.6354,111.3277,.1083348,45.3342,51.1213,19.2305,17.6133,24.7305,33.5336,30.6244,42.5337,43.7353,50.7191,32.3251,34.7236,34.1266,30.621,66284,-20.7361
349,Prairie View A&M,SWAC,26,93.8348,113.0316,.1057349,45.1346,53.7332,17.8221,22.78,26.1278,34.1344,37.662,47.6357,45343,54.5333,30.2326,34.7236,26357,32.741,7137,-12.9308
350,Holy Cross,Pat,29,98.3310,119.7362,.0940350,49.2242,53.2316,16.8155,13.2350,23.5329,28.6156,25.5347,30.1111,48268,49.8151,34.2160,39360,37.4177,39.2255,65.7295,-17.3347
351,Detroit,Horz,30,95.7340,117.4355,.0872351,46.6314,55.9357,19.4313,17.5141,26.1278,35.6357,30260,31.6150,50186,55.6351,27.2358,37.7352,36.4202,37.4195,67.6195,-22.8362
352,Houston Christian,Slnd,24,96.1336,118.2360,.0847352,46.6314,53.8335,21.6352,14337,29.8138,33.6339,37.370,28.170,47.2291,55.3348,30330,33.9184,27.5353,33.759,71.923,-14.4323
353,Maryland Eastern Shore,MEAC,21,88.6360,109.1235,.0833353,41.7360,51.2219,20333,18.683,28.4200,33.3332,31.7215,37.2284,41.3360,53.3302,28.4353,31.655,35.4234,36.8157,67.7193,-13.4314
354,Siena,MAAC,28,91.7355,113.4328,.0796354,44.5351,51.6244,23.7361,14.6316,33.743,31.7296,32.1192,27.966,46.1325,50.3172,27.6355,36.2319,34269,3347,66.8244,-19.5356
355,Lindenwood,OVC,27,92.7353,114.7342,.0791355,43.4357,53.9336,17.9228,17.7128,23.9316,28.6156,3934,40.4324,43.2355,52.7282,29.2341,37.3348,30.8316,37.4195,67.9178,-17.2345
356,Southeast Missouri St.,OVC,26,90.9358,112.7313,.0782356,45.2344,52.7292,17.4196,17.4149,23.7324,29.7205,26.1340,43.5343,45.3338,54.6337,30330,32.281,33.2283,30.214,69.678,-18351
357,Stonehill,NEC,29,91.1357,113.9334,.0710357,46.4322,52.5287,19.6320,16.7202,22.6345,31.2277,22.8359,29.694,47.5284,51.6231,30.1327,35.7297,47.413,46.4358,68.4149,-20.6360
358,VMI,SC,27,89.2359,111.6287,.0705358,46.1330,54.4346,21.2347,15.2299,23.9316,30.7257,27.4323,30.2116,46.6313,54.5333,30.1327,36.2319,33286,38.4229,752,-20.3359
359,St. Francis PA,NEC,26,94.6346,118.6361,.0691359,46.9308,52.4282,21.2347,17.1168,3358,32.3312,33169,35.2245,45.9330,52.9286,32.5240,34.4221,35244,36.8157,66283,-16.4336
360,IUPUI,Horz,27,93.3350,117.8357,.0639360,46.1330,58.1362,21345,18.495,29.8138,35.2353,32.8178,33.6209,48.9236,58.5362,25.1362,38.4357,24.5362,37.8206,67.8187,-19.4355
361,Coppin St.,MEAC,25,86.5361,111.3279,.0526361,42.2359,51207,22.7358,22.113,26.5262,38.1362,31.2231,37.8294,42.7357,50.5181,27.4356,34.5228,34.4259,38.6236,66.7248,-18.8353
362,Mississippi Valley St.,SWAC,28,85.0362,118.2359,.0221362,41.1362,55.6356,24.6362,17176,28.4200,35.4356,33.2162,42.9340,41.2362,56357,27.1359,36.5330,28.8342,36.2131,65321,-19.6358
